"id","answer","query","d1A","d2A","d3A","d4A","d5A","d1B","d2B","d3B","d4B","d5B","DCGlzA","DCGlzB","DCGll2A","DCGll2B","DCGll3A","DCGll3B","DCGll5A","DCGll5B","DCGllA","DCGllB","DCGlnA","DCGlnB","DCGe2zA","DCGe2zB","DCGe2l2A","DCGe2l2B","DCGe2l3A","DCGe2l3B","DCGe2l5A","DCGe2l5B","DCGe2lA","DCGe2lB","DCGe2nA","DCGe2nB","DCGe3zA","DCGe3zB","DCGe3l2A","DCGe3l2B","DCGe3l3A","DCGe3l3B","DCGe3l5A","DCGe3l5B","DCGe3lA","DCGe3lB","DCGe3nA","DCGe3nB","DCGe5zA","DCGe5zB","DCGe5l2A","DCGe5l2B","DCGe5l3A","DCGe5l3B","DCGe5l5A","DCGe5l5B","DCGe5lA","DCGe5lB","DCGe5nA","DCGe5nB","DCGb1zA","DCGb1zB","DCGb1l2A","DCGb1l2B","DCGb1l3A","DCGb1l3B","DCGb1l5A","DCGb1l5B","DCGb1lA","DCGb1lB","DCGb1nA","DCGb1nB","DCGb2zA","DCGb2zB","DCGb2l2A","DCGb2l2B","DCGb2l3A","DCGb2l3B","DCGb2l5A","DCGb2l5B","DCGb2lA","DCGb2lB","DCGb2nA","DCGb2nB","comments"
3844,"b","d007449","d016086","d003093","d007244","d014727","d007919","d008889","e012442","d001801","d008188","d001412",0.5,0.708,0.5,0.701,0.5,0.69,0.5,0.69,0.5,0.633,0.5,0.7,0.333,0.684,0.333,0.673,0.333,0.658,0.333,0.657,0.333,0.6,0.333,0.667,0.25,0.672,0.25,0.659,0.25,0.643,0.25,0.641,0.25,0.583,0.25,0.65,0.167,0.659,0.167,0.645,0.167,0.627,0.167,0.625,0.167,0.567,0.167,0.633,1,0.781,1,0.786,1,0.783,1,0.788,1,0.733,1,0.8,0,0.635,0,0.616,0,0.596,0,0.592,0,0.533,0,0.6,""
3845,"a","d013654","d002814","a002889","d014582","e007457","e017381","e007457","a002889","e017381","e011129","e008815",0.584,0,0.509,0,0.461,0,0.432,0,0.533,0,0.4,0,0.584,0,0.509,0,0.461,0,0.432,0,0.533,0,0.4,0,0.584,0,0.509,0,0.461,0,0.432,0,0.533,0,0.4,0,0.584,0,0.509,0,0.461,0,0.432,0,0.533,0,0.4,0,0.584,0,0.509,0,0.461,0,0.432,0,0.533,0,0.4,0,0.584,0,0.509,0,0.461,0,0.432,0,0.533,0,0.4,0,""
3846,"b","d009750","a006992","b009534","f012842","d010508","d001140","d000827","d014907","d013041","d014522","d019225",0.142,1,0.204,1,0.238,1,0.265,1,0.133,1,0.3,1,0.124,1,0.18,1,0.211,1,0.234,1,0.111,1,0.267,1,0.115,1,0.168,1,0.197,1,0.219,1,0.1,1,0.25,1,0.106,1,0.156,1,0.183,1,0.204,1,0.089,1,0.233,1,0.197,1,0.277,1,0.322,1,0.356,1,0.2,1,0.4,1,0.088,1,0.131,1,0.155,1,0.173,1,0.067,1,0.2,1,""
3847,"bad","b009057","e009801","b015002","a004804","d014177","b001837","b019934","e008934","b014338","a003498","b018366",0.19,0,0.235,0,0.264,0,0.282,0,0.233,0,0.3,0,0.175,0,0.213,0,0.238,0,0.253,0,0.222,0,0.267,0,0.168,0,0.202,0,0.226,0,0.239,0,0.217,0,0.25,0,0.161,0,0.191,0,0.213,0,0.224,0,0.211,0,0.233,0,0.234,0,0.301,0,0.341,0,0.369,0,0.267,0,0.4,0,0.146,0,0.17,0,0.187,0,0.195,0,0.2,0,0.2,0,""
3848,"good","d009750","a006992","f012842","b009534","e012443","d013041","d000827","d019560","d019225","d005175","d014425",0.088,1,0.131,1,0.155,1,0.173,1,0.067,1,0.2,1,0.088,1,0.131,1,0.155,1,0.173,1,0.067,1,0.2,1,0.088,1,0.131,1,0.155,1,0.173,1,0.067,1,0.2,1,0.088,1,0.131,1,0.155,1,0.173,1,0.067,1,0.2,1,0.088,1,0.131,1,0.155,1,0.173,1,0.067,1,0.2,1,0.088,1,0.131,1,0.155,1,0.173,1,0.067,1,0.2,1,""
3849,"bad","d016855","d013373","b006846","e012292","d004429","e008631","e013794","e016845","e015047","a005142","b006846",0.274,0,0.243,0,0.221,0,0.21,0,0.233,0,0.2,0,0.182,0,0.162,0,0.147,0,0.14,0,0.156,0,0.133,0,0.137,0,0.121,0,0.11,0,0.105,0,0.117,0,0.1,0,0.091,0,0.081,0,0.074,0,0.07,0,0.078,0,0.067,0,0.547,0,0.485,0,0.442,0,0.419,0,0.467,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,""
3850,"good","d011054","d018652","d017361","d008238","d018305","d013148","d013148","a008138","d009727","d011959","d005025",0.708,0.726,0.746,0.713,0.77,0.699,0.784,0.696,0.733,0.667,0.8,0.7,0.611,0.708,0.661,0.689,0.693,0.671,0.712,0.666,0.644,0.644,0.733,0.667,0.562,0.699,0.618,0.676,0.655,0.657,0.676,0.651,0.6,0.633,0.7,0.65,0.513,0.69,0.576,0.664,0.616,0.643,0.64,0.635,0.556,0.622,0.667,0.633,1,0.781,1,0.786,1,0.783,1,0.788,1,0.733,1,0.8,0.416,0.672,0.491,0.64,0.539,0.615,0.568,0.605,0.467,0.6,0.6,0.6,""
3851,"a","b015999","a005930","a003347","a004388","a009987","b013481","b000925","e006320","d013762","a006992","e003335",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,""
3852,"b","e009003","d008348","b010010","d000013","e017571","d003380","e005948","e012441","e009025","e008102","d005166",0,0.912,0,0.869,0,0.845,0,0.827,0,0.933,0,0.8,0,0.912,0,0.869,0,0.845,0,0.827,0,0.933,0,0.8,0,0.912,0,0.869,0,0.845,0,0.827,0,0.933,0,0.8,0,0.912,0,0.869,0,0.845,0,0.827,0,0.933,0,0.8,0,0.912,0,0.869,0,0.845,0,0.827,0,0.933,0,0.8,0,0.912,0,0.869,0,0.845,0,0.827,0,0.933,0,0.8,""
3853,"good","d001301","d015681","d016373","d012972","d009067","d008782","d015833","d018835","d007258","d007303","d016373",0.719,0.391,0.67,0.393,0.637,0.392,0.618,0.394,0.667,0.367,0.6,0.4,0.625,0.26,0.559,0.262,0.516,0.261,0.491,0.263,0.556,0.244,0.467,0.267,0.578,0.195,0.504,0.197,0.455,0.196,0.427,0.197,0.5,0.183,0.4,0.2,0.532,0.13,0.449,0.131,0.395,0.131,0.364,0.131,0.444,0.122,0.333,0.133,1,0.781,1,0.786,1,0.783,1,0.788,1,0.733,1,0.8,0.438,0,0.339,0,0.274,0,0.236,0,0.333,0,0.2,0,""
3854,"b","f003218","a004859","b003501","a009830","b008350","a009434","f001497","b019064","a008348","a004055","a001960",0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,""
3855,"a","d002538","d016605","d010481","d006727","d016089","d011201","b015126","e000271","b015858","f014267","e008869",0.599,0,0.639,0,0.661,0,0.678,0,0.6,0,0.7,0,0.465,0,0.518,0,0.548,0,0.571,0,0.467,0,0.6,0,0.398,0,0.458,0,0.492,0,0.517,0,0.4,0,0.55,0,0.331,0,0.398,0,0.435,0,0.463,0,0.333,0,0.5,0,1,0,1,0,1,0,1,0,1,0,1,0,0.197,0,0.277,0,0.322,0,0.356,0,0.2,0,0.4,0,""
3856,"b","e012026","d008733","e012937","e001639","e003091","a003601","a006733","e005737","e009603","e003678","e013904",0.237,0.927,0.265,0.915,0.286,0.907,0.295,0.902,0.3,0.9,0.3,0.9,0.158,0.903,0.177,0.887,0.191,0.875,0.197,0.87,0.2,0.867,0.2,0.867,0.119,0.891,0.132,0.873,0.143,0.86,0.148,0.853,0.15,0.85,0.15,0.85,0.079,0.878,0.088,0.859,0.095,0.844,0.098,0.837,0.1,0.833,0.1,0.833,0.474,1,0.53,1,0.572,1,0.591,1,0.6,1,0.6,1,0,0.854,0,0.83,0,0.813,0,0.805,0,0.8,0,0.8,""
3857,"good","d014060","d009565","d000452","d009626","d014059","d017834","d009565","d004068","d018305","d004770","d008932",1,0.945,1,0.927,1,0.916,1,0.909,1,0.933,1,0.9,1,0.927,1,0.903,1,0.888,1,0.878,1,0.911,1,0.867,1,0.918,1,0.89,1,0.874,1,0.863,1,0.9,1,0.85,1,0.909,1,0.878,1,0.86,1,0.848,1,0.889,1,0.833,1,1,1,1,1,1,1,1,1,1,1,1,1,0.891,1,0.854,1,0.832,1,0.817,1,0.867,1,0.8,""
3858,"bad","a002853","a009690","b014244","b002397","b003741","b013694","a004609","a007807","a001547","a008296","a009523",0.737,1,0.681,1,0.646,1,0.624,1,0.7,1,0.6,1,0.686,1,0.624,1,0.584,1,0.56,1,0.644,1,0.533,1,0.661,1,0.595,1,0.554,1,0.528,1,0.617,1,0.5,1,0.635,1,0.566,1,0.523,1,0.496,1,0.589,1,0.467,1,0.891,1,0.854,1,0.832,1,0.817,1,0.867,1,0.8,1,0.584,1,0.509,1,0.461,1,0.432,1,0.533,1,0.4,1,""
3859,"good","b003709","f007073","b012084","a008693","a003317","b017225","a007713","b014660","a002601","b005109","a005602",0.336,0.055,0.32,0.073,0.308,0.084,0.302,0.091,0.3,0.067,0.3,0.1,0.224,0.036,0.213,0.049,0.205,0.056,0.202,0.061,0.2,0.044,0.2,0.067,0.168,0.027,0.16,0.037,0.154,0.042,0.151,0.046,0.15,0.033,0.15,0.05,0.112,0.018,0.107,0.024,0.103,0.028,0.101,0.03,0.1,0.022,0.1,0.033,0.672,0.109,0.64,0.146,0.615,0.168,0.605,0.183,0.6,0.133,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,""
3860,"bad","a005261","b001837","b010640","a000088","b001095","b015579","a006419","f010635","b015579","b004958","b003763",0.088,0.146,0.131,0.17,0.155,0.187,0.173,0.195,0.067,0.2,0.2,0.2,0.088,0.146,0.131,0.17,0.155,0.187,0.173,0.195,0.067,0.2,0.2,0.2,0.088,0.146,0.131,0.17,0.155,0.187,0.173,0.195,0.067,0.2,0.2,0.2,0.088,0.146,0.131,0.17,0.155,0.187,0.173,0.195,0.067,0.2,0.2,0.2,0.088,0.146,0.131,0.17,0.155,0.187,0.173,0.195,0.067,0.2,0.2,0.2,0.088,0.146,0.131,0.17,0.155,0.187,0.173,0.195,0.067,0.2,0.2,0.2,""
3861,"good","b010346","b014407","b014702","b012446","a006227","f018193","b014407","b000864","b008028","d013815","f018193",0.781,0.818,0.747,0.769,0.724,0.739,0.711,0.719,0.733,0.767,0.7,0.7,0.745,0.793,0.711,0.741,0.688,0.708,0.676,0.687,0.689,0.733,0.667,0.667,0.726,0.781,0.693,0.727,0.669,0.692,0.658,0.671,0.667,0.717,0.65,0.65,0.708,0.769,0.676,0.713,0.651,0.676,0.64,0.654,0.644,0.7,0.633,0.633,0.891,0.891,0.854,0.854,0.832,0.832,0.817,0.817,0.867,0.867,0.8,0.8,0.672,0.745,0.64,0.684,0.615,0.645,0.605,0.622,0.6,0.667,0.6,0.6,""
3862,"good","e000039","e004260","e005210","e006009","d005486","e006459","e005210","e008869","e013756","e000387","e017379",0.336,0.945,0.364,0.927,0.388,0.916,0.397,0.909,0.4,0.933,0.4,0.9,0.297,0.927,0.314,0.903,0.331,0.888,0.335,0.878,0.356,0.911,0.333,0.867,0.277,0.918,0.289,0.89,0.302,0.874,0.304,0.863,0.333,0.9,0.3,0.85,0.258,0.909,0.264,0.878,0.274,0.86,0.274,0.848,0.311,0.889,0.267,0.833,0.453,1,0.515,1,0.558,1,0.581,1,0.533,1,0.6,1,0.219,0.891,0.214,0.854,0.217,0.832,0.212,0.817,0.267,0.867,0.2,0.8,""
3863,"good","e002496","e007616","e008802","e005141","e003105","d014493","e013253","e009822","e002295","e004034","e007616",0.785,0.544,0.711,0.566,0.668,0.577,0.638,0.587,0.767,0.533,0.6,0.6,0.742,0.392,0.658,0.421,0.609,0.436,0.575,0.449,0.711,0.378,0.533,0.467,0.721,0.316,0.632,0.348,0.579,0.366,0.543,0.38,0.683,0.3,0.5,0.4,0.7,0.24,0.606,0.276,0.55,0.295,0.512,0.311,0.656,0.222,0.467,0.333,0.912,1,0.869,1,0.845,1,0.827,1,0.933,1,0.8,1,0.657,0.088,0.553,0.131,0.491,0.155,0.449,0.173,0.6,0.067,0.4,0.2,""
3864,"bad","d000762","d005505","d017552","e019110","d006623","d014449","d013733","d006623","d012986","d001657","d013093",0.599,0.927,0.639,0.915,0.661,0.907,0.678,0.902,0.6,0.9,0.7,0.9,0.465,0.903,0.518,0.887,0.548,0.875,0.571,0.87,0.467,0.867,0.6,0.867,0.398,0.891,0.458,0.873,0.492,0.86,0.517,0.853,0.4,0.85,0.55,0.85,0.331,0.878,0.398,0.859,0.435,0.844,0.463,0.837,0.333,0.833,0.5,0.833,1,1,1,1,1,1,1,1,1,1,1,1,0.197,0.854,0.277,0.83,0.322,0.813,0.356,0.805,0.2,0.8,0.4,0.8,""
3865,"good","b008704","b012912","a003288","b014049","b004355","b008028","b000904","b013735","b000852","f006928","b004248",0.507,0.599,0.543,0.639,0.562,0.661,0.578,0.678,0.5,0.6,0.6,0.7,0.416,0.465,0.463,0.518,0.489,0.548,0.508,0.571,0.422,0.467,0.533,0.6,0.37,0.398,0.422,0.458,0.452,0.492,0.473,0.517,0.383,0.4,0.5,0.55,0.325,0.331,0.382,0.398,0.415,0.435,0.438,0.463,0.344,0.333,0.467,0.5,0.781,1,0.786,1,0.783,1,0.788,1,0.733,1,0.8,1,0.234,0.197,0.301,0.277,0.341,0.322,0.369,0.356,0.267,0.2,0.4,0.4,""
3866,"bad","b008293","d004662","d018566","b004530","d012583","d018763","d018763","d014425","d018566","e010358","e015159",0,0.142,0,0.204,0,0.238,0,0.265,0,0.133,0,0.3,0,0.124,0,0.18,0,0.211,0,0.234,0,0.111,0,0.267,0,0.115,0,0.168,0,0.197,0,0.219,0,0.1,0,0.25,0,0.106,0,0.156,0,0.183,0,0.204,0,0.089,0,0.233,0,0.197,0,0.277,0,0.322,0,0.356,0,0.2,0,0.4,0,0.088,0,0.131,0,0.155,0,0.173,0,0.067,0,0.2,""
3867,"bad","b017313","b009721","e015561","e017101","b002836","e017689","b018879","b003024","f019558","e018089","b007077",0.445,0.109,0.427,0.107,0.416,0.108,0.409,0.106,0.433,0.133,0.4,0.1,0.297,0.073,0.285,0.071,0.277,0.072,0.272,0.071,0.289,0.089,0.267,0.067,0.223,0.055,0.213,0.053,0.208,0.054,0.204,0.053,0.217,0.067,0.2,0.05,0.148,0.036,0.142,0.036,0.139,0.036,0.136,0.035,0.144,0.044,0.133,0.033,0.891,0.219,0.854,0.214,0.832,0.217,0.817,0.212,0.867,0.267,0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,""
3868,"b","d012288","b002680","d008770","d014148","d003632","d017379","d014205","d014021","d016121","d017162","d015213",0.507,1,0.588,1,0.642,1,0.672,1,0.6,1,0.7,1,0.489,1,0.563,1,0.614,1,0.642,1,0.578,1,0.667,1,0.48,1,0.551,1,0.6,1,0.627,1,0.567,1,0.65,1,0.471,1,0.539,1,0.586,1,0.611,1,0.556,1,0.633,1,0.562,1,0.661,1,0.726,1,0.764,1,0.667,1,0.8,1,0.453,1,0.515,1,0.558,1,0.581,1,0.533,1,0.6,1,""
3869,"a","a004471","a002970","a003840","e009801","b001378","a003578","d014177","d004770","e001198","e008934","e009801",0.799,0,0.757,0,0.729,0,0.713,0,0.733,0,0.7,0,0.781,0,0.733,0,0.701,0,0.683,0,0.711,0,0.667,0,0.772,0,0.721,0,0.687,0,0.667,0,0.7,0,0.65,0,0.763,0,0.709,0,0.673,0,0.652,0,0.689,0,0.633,0,0.854,0,0.83,0,0.813,0,0.805,0,0.8,0,0.8,0,0.745,0,0.684,0,0.645,0,0.622,0,0.667,0,0.6,0,""
3870,"b","b011724","a000069","b009478","b019093","a003420","a004098","b007008","a003420","a005952","a003161","b019093",0.055,0.748,0.073,0.689,0.084,0.653,0.091,0.629,0.067,0.733,0.1,0.6,0.036,0.693,0.049,0.629,0.056,0.589,0.061,0.563,0.044,0.667,0.067,0.533,0.027,0.666,0.037,0.599,0.042,0.557,0.046,0.531,0.033,0.633,0.05,0.5,0.018,0.639,0.024,0.569,0.028,0.525,0.03,0.498,0.022,0.6,0.033,0.467,0.109,0.912,0.146,0.869,0.168,0.845,0.183,0.827,0.133,0.933,0.2,0.8,0,0.584,0,0.509,0,0.461,0,0.432,0,0.533,0,0.4,""
3871,"bad","b010346","b014281","a004497","b008875","b009295","b017143","d015663","e009922","b000925","d009528","b012446",0.19,0.088,0.235,0.131,0.264,0.155,0.282,0.173,0.233,0.067,0.3,0.2,0.175,0.088,0.213,0.131,0.238,0.155,0.253,0.173,0.222,0.067,0.267,0.2,0.168,0.088,0.202,0.131,0.226,0.155,0.239,0.173,0.217,0.067,0.25,0.2,0.161,0.088,0.191,0.131,0.213,0.155,0.224,0.173,0.211,0.067,0.233,0.2,0.234,0.088,0.301,0.131,0.341,0.155,0.369,0.173,0.267,0.067,0.4,0.2,0.146,0.088,0.17,0.131,0.187,0.155,0.195,0.173,0.2,0.067,0.2,0.2,"no"
3872,"good","d015410","d016099","d012634","d005671","d002981","d008847","d011785","d015592","d002981","b007775","d017875",0,0.328,0,0.277,0,0.245,0,0.224,0,0.3,0,0.2,0,0.219,0,0.184,0,0.164,0,0.15,0,0.2,0,0.133,0,0.164,0,0.138,0,0.123,0,0.112,0,0.15,0,0.1,0,0.109,0,0.092,0,0.082,0,0.075,0,0.1,0,0.067,0,0.657,0,0.553,0,0.491,0,0.449,0,0.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,""
3873,"b","d009750","d014907","d008047","d014425","d013041","d001140","a006992","b009534","f012842","d006478","d001562",1,0.153,1,0.212,1,0.245,1,0.269,1,0.167,1,0.3,1,0.139,1,0.19,1,0.219,1,0.241,1,0.156,1,0.267,1,0.131,1,0.179,1,0.206,1,0.226,1,0.15,1,0.25,1,0.124,1,0.168,1,0.194,1,0.212,1,0.144,1,0.233,1,0.197,1,0.277,1,0.322,1,0.356,1,0.2,1,0.4,1,0.109,1,0.146,1,0.168,1,0.183,1,0.133,1,0.2,""
3874,"b","e012026","d006218","b003825","d008230","e001639","e012453","e014617","e005508","e013904","a006733","e005737",0.142,1,0.204,1,0.238,1,0.265,1,0.133,1,0.3,1,0.124,1,0.18,1,0.211,1,0.234,1,0.111,1,0.267,1,0.115,1,0.168,1,0.197,1,0.219,1,0.1,1,0.25,1,0.106,1,0.156,1,0.183,1,0.204,1,0.089,1,0.233,1,0.197,1,0.277,1,0.322,1,0.356,1,0.2,1,0.4,1,0.088,1,0.131,1,0.155,1,0.173,1,0.067,1,0.2,1,""
3875,"a","b008293","e012134","e003585","a000378","a002017","b006155","e010554","e015340","d004662","e008934","d004770",0.956,0.712,0.934,0.626,0.923,0.575,0.913,0.54,0.967,0.667,0.9,0.5,0.942,0.693,0.913,0.602,0.897,0.547,0.885,0.51,0.956,0.644,0.867,0.467,0.934,0.684,0.902,0.59,0.884,0.533,0.87,0.494,0.95,0.633,0.85,0.45,0.927,0.675,0.891,0.577,0.871,0.519,0.856,0.479,0.944,0.622,0.833,0.433,1,0.766,1,0.699,1,0.659,1,0.631,1,0.733,1,0.6,0.912,0.657,0.869,0.553,0.845,0.491,0.827,0.449,0.933,0.6,0.8,0.4,""
3876,"b","f007939","e009163","b014589","e007615","f015650","d003331","f004678","f005918","b013729","b005421","b011287",0.164,0.708,0.18,0.746,0.192,0.77,0.198,0.784,0.2,0.733,0.2,0.8,0.109,0.611,0.12,0.661,0.128,0.693,0.132,0.712,0.133,0.644,0.133,0.733,0.082,0.562,0.09,0.618,0.096,0.655,0.099,0.676,0.1,0.6,0.1,0.7,0.055,0.513,0.06,0.576,0.064,0.616,0.066,0.64,0.067,0.556,0.067,0.667,0.328,1,0.36,1,0.385,1,0.395,1,0.4,1,0.4,1,0,0.416,0,0.491,0,0.539,0,0.568,0,0.467,0,0.6,""
3877,"a","e012026","e003678","e012453","e013904","e019574","a006733","d019231","f007718","a006400","b003825","e009948",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,""
3878,"b","e012958","d016678","d001324","e005999","e016078","d007836","e002109","e009139","e010881","e017617","e017729",0,0.343,0,0.408,0,0.45,0,0.475,0,0.4,0,0.5,0,0.307,0,0.372,0,0.414,0,0.439,0,0.356,0,0.467,0,0.288,0,0.354,0,0.396,0,0.422,0,0.333,0,0.45,0,0.27,0,0.336,0,0.378,0,0.404,0,0.311,0,0.433,0,0.453,0,0.515,0,0.558,0,0.581,0,0.533,0,0.6,0,0.234,0,0.301,0,0.341,0,0.369,0,0.267,0,0.4,""
3879,"a","f010067","a005601","e001198","a005956","d004770","e009801","e013756","d004770","e001198","e009801","e008934",0.292,0,0.254,0,0.23,0,0.216,0,0.267,0,0.2,0,0.195,0,0.17,0,0.154,0,0.144,0,0.178,0,0.133,0,0.146,0,0.127,0,0.115,0,0.108,0,0.133,0,0.1,0,0.097,0,0.085,0,0.077,0,0.072,0,0.089,0,0.067,0,0.584,0,0.509,0,0.461,0,0.432,0,0.533,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,""
3880,"good","e013173","d006958","e006459","d004770","d005856","e004176","e013469","d003632","e014536","d007922","d004770",0.088,0.146,0.131,0.17,0.155,0.187,0.173,0.195,0.067,0.2,0.2,0.2,0.088,0.146,0.131,0.17,0.155,0.187,0.173,0.195,0.067,0.2,0.2,0.2,0.088,0.146,0.131,0.17,0.155,0.187,0.173,0.195,0.067,0.2,0.2,0.2,0.088,0.146,0.131,0.17,0.155,0.187,0.173,0.195,0.067,0.2,0.2,0.2,0.088,0.146,0.131,0.17,0.155,0.187,0.173,0.195,0.067,0.2,0.2,0.2,0.088,0.146,0.131,0.17,0.155,0.187,0.173,0.195,0.067,0.2,0.2,0.2,""
3881,"a","e006998","e015054","e011963","e000518","e013722","e008723","e017810","e008101","e012453","e013253","e005738",0.781,0,0.83,0,0.863,0,0.882,0,0.833,0,0.9,0,0.708,0,0.774,0,0.817,0,0.842,0,0.778,0,0.867,0,0.672,0,0.746,0,0.795,0,0.823,0,0.75,0,0.85,0,0.635,0,0.717,0,0.772,0,0.803,0,0.722,0,0.833,0,1,0,1,0,1,0,1,0,1,0,1,0,0.562,0,0.661,0,0.726,0,0.764,0,0.667,0,0.8,0,""
3882,"a","d009750","a006992","f012842","e012443","e010067","b009534","d014522","d019225","d014907","d000827","d001022",0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,""
3883,"good","d008174","d008238","d007258","d000314","d007288","d011511","d010181","d008238","d009960","d000286","d013998",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,""
3884,"good","e015566","e012148","a007868","e013249","e016308","e016256","e004291","e001490","e005468","e012148","e004265",0.044,0.672,0.066,0.684,0.077,0.695,0.087,0.699,0.033,0.7,0.1,0.7,0.029,0.599,0.044,0.628,0.052,0.65,0.058,0.66,0.022,0.644,0.067,0.667,0.022,0.562,0.033,0.6,0.039,0.627,0.043,0.64,0.017,0.617,0.05,0.65,0.015,0.526,0.022,0.571,0.026,0.604,0.029,0.62,0.011,0.589,0.033,0.633,0.088,0.891,0.131,0.854,0.155,0.832,0.173,0.817,0.067,0.867,0.2,0.8,0,0.453,0,0.515,0,0.558,0,0.581,0,0.533,0,0.6,""
3885,"good","a002038","a005561","a000883","a008275","b004505","a008741","a000100","a005176","a000883","a008275","a008741",0.726,1,0.757,1,0.779,1,0.79,1,0.767,1,0.8,1,0.635,1,0.677,1,0.706,1,0.721,1,0.689,1,0.733,1,0.589,1,0.636,1,0.669,1,0.686,1,0.65,1,0.7,1,0.544,1,0.596,1,0.632,1,0.651,1,0.611,1,0.667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.453,1,0.515,1,0.558,1,0.581,1,0.533,1,0.6,1,""
3886,"a","d017784","d016856","d010653","d007281","e009250","e008252","d009960","d008677","d002962","d018580","d010810",0.401,0.763,0.361,0.735,0.339,0.714,0.322,0.705,0.4,0.7,0.3,0.7,0.268,0.684,0.241,0.647,0.226,0.619,0.215,0.606,0.267,0.6,0.2,0.6,0.201,0.644,0.181,0.603,0.169,0.571,0.161,0.557,0.2,0.55,0.15,0.55,0.134,0.605,0.12,0.559,0.113,0.524,0.107,0.508,0.133,0.5,0.1,0.5,0.803,1,0.723,1,0.678,1,0.644,1,0.8,1,0.6,1,0,0.526,0,0.47,0,0.428,0,0.409,0,0.4,0,0.4,""
3887,"good","d018721","d011747","d009813","d004163","d018679","d005606","b013694","d001454","a002094","b006717","e000608",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,""
3888,"bad","a001600","b018961","f018166","d004770","d014177","e012398","e008934","a009956","e015367","e008446","e008743",0,0.438,0,0.384,0,0.354,0,0.33,0,0.433,0,0.3,0,0.365,0,0.327,0,0.308,0,0.291,0,0.378,0,0.267,0,0.328,0,0.299,0,0.285,0,0.271,0,0.35,0,0.25,0,0.292,0,0.271,0,0.263,0,0.252,0,0.322,0,0.233,0,0.657,0,0.553,0,0.491,0,0.449,0,0.6,0,0.4,0,0.219,0,0.214,0,0.217,0,0.212,0,0.267,0,0.2,""
3889,"bad","d012985","a007514","e015454","e000513","d007329","e000237","e015454","e000237","e012076","b005721","e000513",0.109,0,0.146,0,0.168,0,0.183,0,0.133,0,0.2,0,0.109,0,0.146,0,0.168,0,0.183,0,0.133,0,0.2,0,0.109,0,0.146,0,0.168,0,0.183,0,0.133,0,0.2,0,0.109,0,0.146,0,0.168,0,0.183,0,0.133,0,0.2,0,0.109,0,0.146,0,0.168,0,0.183,0,0.133,0,0.2,0,0.109,0,0.146,0,0.168,0,0.183,0,0.133,0,0.2,0,""
3890,"good","e008540","b004471","e008927","b001872","b011769","b006356","e011967","e015159","b002328","e018045","e007599",0.226,0.956,0.296,0.934,0.339,0.923,0.367,0.913,0.267,0.967,0.4,0.9,0.187,0.942,0.246,0.913,0.282,0.897,0.306,0.885,0.222,0.956,0.333,0.867,0.168,0.934,0.221,0.902,0.253,0.884,0.275,0.87,0.2,0.95,0.3,0.85,0.148,0.927,0.196,0.891,0.225,0.871,0.244,0.856,0.178,0.944,0.267,0.833,0.343,1,0.447,1,0.509,1,0.551,1,0.4,1,0.6,1,0.109,0.912,0.146,0.869,0.168,0.845,0.183,0.827,0.133,0.933,0.2,0.8,""
